From Date,To Date,PM2.5,BP,RH,Temp,WD,WS,CO,RF,NO2,Ozone,SO2,TOT-RF,TEMPARATURE
27-04-2019 00:00,28-04-2019 00:00,64.02,981,2.5,None,282.19,1.97,1.83,None,87.91,43.24,19.56,0,34.6
28-04-2019 00:00,29-04-2019 00:00,66.28,980.78,2.5,None,284.26,1.55,2.01,None,89.59,41.99,21.71,0,34.4
29-04-2019 00:00,30-04-2019 00:00,84.86,980.59,2.5,None,248.63,0.68,2.39,None,104.27,40.47,31.31,0,34.4
30-04-2019 00:00,01-05-2019 00:00,118.49,980.73,2.5,None,126.23,1.12,2.14,None,99.93,65.84,37.82,0,35.4
01-05-2019 00:00,02-05-2019 00:00,145.89,980.32,2.5,None,174.65,0.47,2.03,None,117.26,74.95,45.34,0,34.3
02-05-2019 00:00,03-05-2019 00:00,86.76,980.27,2.5,None,126.34,1.76,2.56,None,64.21,55.64,28.85,0,32.7
03-05-2019 00:00,04-05-2019 00:00,73.74,980.57,2.5,None,161,1.2,2.18,None,74.57,65.18,31.08,0,30.6
04-05-2019 00:00,05-05-2019 00:00,83.62,980.54,2.5,None,261.31,0.85,2.13,None,85.38,37.95,19.56,0,31.7
05-05-2019 00:00,06-05-2019 00:00,92.51,980.43,2.5,None,253.85,1.51,4.34,None,None,65.38,22.94,0,32
06-05-2019 00:00,07-05-2019 00:00,132.36,981.65,2.5,None,263.47,1.3,1.93,None,119.4,46.46,22.21,0,33.2
07-05-2019 00:00,08-05-2019 00:00,129.28,980.18,2.5,None,259.77,1.3,3.25,None,85.66,43.54,21.83,0,33.3
08-05-2019 00:00,09-05-2019 00:00,300.77,980.2,2.5,None,252.22,1.16,2.49,None,83.31,33.88,21.08,0,34.5
09-05-2019 00:00,10-05-2019 00:00,200.16,980.66,2.5,None,266.51,1.08,2.78,None,76.13,20.75,17.38,0,35.2
10-05-2019 00:00,11-05-2019 00:00,162.37,981.06,2.5,None,250.93,1.12,1.4,None,81.63,31.99,15.93,0,34.8
11-05-2019 00:00,12-05-2019 00:00,151.4,981.61,2.5,None,255,1.07,1.94,None,98.38,47.67,19.87,0,33
12-05-2019 00:00,13-05-2019 00:00,220.74,979.76,2.5,None,265.48,1.43,1.47,None,91.7,43.07,16.54,0,32.7
13-05-2019 00:00,14-05-2019 00:00,227.53,979.42,2.5,None,228.53,1.02,1.77,None,98.13,42.92,35.9,0,31.7
14-05-2019 00:00,15-05-2019 00:00,88.71,980.07,2.5,None,207.15,0.6,1.83,None,91.38,32.51,16.81,0,30
15-05-2019 00:00,16-05-2019 00:00,120.39,979.94,2.53,None,124.19,1.08,1.72,None,81.78,27.39,37.4,0,29.2
16-05-2019 00:00,17-05-2019 00:00,81.9,980.13,2.5,None,193.86,1.04,1.84,None,125.9,32.92,22.76,0,30.4
17-05-2019 00:00,18-05-2019 00:00,86.85,980.14,2.54,None,198.3,1.08,1.78,None,92.44,28.6,17.25,0,28.3
18-05-2019 00:00,19-05-2019 00:00,44.63,980.04,2.51,None,281.91,1.11,1.95,None,99.31,20.3,9.62,0,27
19-05-2019 00:00,20-05-2019 00:00,79.23,980.31,2.5,None,281.62,0.94,None,None,131.39,32.46,13.69,0,31.2
20-05-2019 00:00,21-05-2019 00:00,106.28,983.75,2.5,None,263.58,0.93,1.85,None,140.44,31.22,14.52,0,32.8
21-05-2019 00:00,22-05-2019 00:00,78.77,983.78,2.5,None,266.78,0.73,2.61,None,122.51,34.27,16.27,0,33.9
22-05-2019 00:00,23-05-2019 00:00,78.21,983.76,2.5,None,261.24,0.54,2.48,None,122.14,24.64,13.86,0,33
23-05-2019 00:00,24-05-2019 00:00,104.01,983.95,2.5,None,252.1,0.82,2.95,None,117.67,28.66,18.2,0,32.1
24-05-2019 00:00,25-05-2019 00:00,64.57,984.19,2.56,None,238.93,1.21,2.24,None,68.08,12.88,12.47,0,29.4
25-05-2019 00:00,26-05-2019 00:00,39.74,984.25,2.5,None,292.89,1.74,1.8,None,76.35,20.79,9.98,0,31.5
26-05-2019 00:00,27-05-2019 00:00,54.62,984,2.5,None,271.72,1.13,2,None,107.58,32.07,13.94,0,33
27-05-2019 00:00,28-05-2019 00:00,77.25,983.61,2.5,None,264.29,1.08,2.03,None,116.8,28.68,14.6,0,34.9
28-05-2019 00:00,29-05-2019 00:00,68.98,983.44,2.5,None,277.96,1.14,2.2,None,121.89,32.13,17.74,0,35.1
29-05-2019 00:00,30-05-2019 00:00,85.19,983.31,2.5,None,258.52,0.8,2.62,None,129.01,33.34,17.74,0,36.1
30-05-2019 00:00,31-05-2019 00:00,94.48,982.29,2.51,None,267.44,0.86,2.95,None,123.51,29.98,18.4,0,37.3
31-05-2019 00:00,01-06-2019 00:00,98.49,983.09,2.5,None,215.6,0.94,2.34,None,114.03,44.16,19.47,0,37.2
01-06-2019 00:00,02-06-2019 00:00,113.05,982.81,2.5,None,109.57,1.7,2.02,None,88.57,30.13,27.88,0,37.3
02-06-2019 00:00,03-06-2019 00:00,78.23,982.71,2.5,None,99.41,2.61,1.97,None,58.96,21.28,10.58,0,36.8
03-06-2019 00:00,04-06-2019 00:00,67.78,983.38,2.5,None,94.16,3.49,1.84,None,41.62,20.34,8.01,0,35.4
04-06-2019 00:00,05-06-2019 00:00,56.99,981.86,2.5,None,99.22,2.51,2.64,None,59.74,34.79,9.88,0,35.5
05-06-2019 00:00,06-06-2019 00:00,75.75,981.6,2.5,None,133.66,1.25,1.94,None,68.54,29.17,16.19,0,36.9
06-06-2019 00:00,07-06-2019 00:00,84.82,981.48,2.5,None,166.66,1.23,1.86,None,94.11,37.43,18.73,0,36.7
07-06-2019 00:00,08-06-2019 00:00,61.66,981.21,2.5,None,119.97,1.28,1.95,None,75.87,41.97,10.82,0,34
08-06-2019 00:00,09-06-2019 00:00,87.57,981.76,10.89,None,184.95,0.7,2.68,None,121.23,32.2,16.06,0,36.9
09-06-2019 00:00,10-06-2019 00:00,137.19,980.47,31.68,None,190.37,0.58,2.7,None,141.64,49.98,31.36,0,37.2
10-06-2019 00:00,11-06-2019 00:00,101.79,979.7,32.19,None,239.29,0.64,2.41,None,132.25,35.68,16.68,0,39
11-06-2019 00:00,12-06-2019 00:00,125.11,979.46,22.36,None,231.15,0.91,2.74,None,109.48,24.32,15.67,0,38.7
12-06-2019 00:00,13-06-2019 00:00,73.93,980.76,38.31,None,123,2.69,2.29,None,55.35,28.34,12.86,0,35.6
13-06-2019 00:00,14-06-2019 00:00,62.07,982.87,37.16,None,199.66,0.9,2.81,None,82.54,36.29,12.5,0,36
14-06-2019 00:00,15-06-2019 00:00,58.48,982.59,31.86,None,283.26,1.14,2.11,None,99.82,38.21,11.97,0,36.8
15-06-2019 00:00,16-06-2019 00:00,89.36,979.59,29.39,None,275.55,1.24,1.94,None,113.33,39.48,17.63,0,37.1
16-06-2019 00:00,17-06-2019 00:00,46.75,981.58,42.12,None,278.85,1.85,1.64,None,59.04,28.4,7.42,0,31.5
17-06-2019 00:00,18-06-2019 00:00,49.62,983.96,43.06,None,251.28,1.35,3.61,None,91.61,23.34,6.06,0,30.4
18-06-2019 00:00,19-06-2019 00:00,40,983.08,53.1,None,255.06,1.21,3.45,None,93,28.66,8.28,0,27.8
19-06-2019 00:00,20-06-2019 00:00,118.22,980.25,47.68,None,157.79,0.97,2.18,None,87.93,41.1,9.57,0,31.1
20-06-2019 00:00,21-06-2019 00:00,54.58,980.4,44.94,None,157.94,1,1.93,None,77.91,37.36,9,0,32.2
21-06-2019 00:00,22-06-2019 00:00,79.73,981.15,43.07,None,151.93,0.81,2.13,None,89.73,24.34,9.13,0,34.2
22-06-2019 00:00,23-06-2019 00:00,74.06,981.59,38.12,None,181.76,1.08,2.32,None,96.33,41.6,9.83,0,35
23-06-2019 00:00,24-06-2019 00:00,35.38,982.23,46.68,None,96.6,2.7,1.51,None,40.4,25.66,8.05,0,34.7
24-06-2019 00:00,25-06-2019 00:00,21.83,981.9,53.85,None,90.85,2.5,2.26,None,45.18,11.65,6.81,0,31.1
25-06-2019 00:00,26-06-2019 00:00,45.98,981.64,48.32,None,135.01,0.86,1.95,None,70.46,31.89,7.25,0,33.3
26-06-2019 00:00,27-06-2019 00:00,74.18,981.94,42.81,None,228.76,0.72,2.26,None,96.87,27.38,8.15,0,35.9
27-06-2019 00:00,28-06-2019 00:00,70.92,981.1,40.7,None,269.4,1.14,2.57,None,96.83,19.58,9.54,0,35
28-06-2019 00:00,29-06-2019 00:00,65.36,981.49,38.35,None,290.16,1.35,2.87,None,83.18,14.2,7.24,0,35.2
29-06-2019 00:00,30-06-2019 00:00,67.65,980,35.78,None,262.08,1.11,1.88,None,82.54,13.21,7.15,0,37.4
30-06-2019 00:00,01-07-2019 00:00,80.72,981.06,37,None,213.74,1.27,1.69,None,75.64,23.73,12.61,0,37.5
01-07-2019 00:00,02-07-2019 00:00,89.83,980.71,40.01,None,175.22,0.79,1.89,None,75.5,25.67,8.97,0,36.2
02-07-2019 00:00,03-07-2019 00:00,88.78,980.22,43.67,None,192.76,1.31,2.1,None,67.93,27.26,8.37,0,35.4
03-07-2019 00:00,04-07-2019 00:00,36.94,979.85,47.24,None,105.76,1.81,1.68,None,40.83,6.81,7.82,0,34.8
04-07-2019 00:00,05-07-2019 00:00,47.06,980.66,57.87,None,152.19,1.14,2.19,None,38.64,14.69,6.91,0,31.7
05-07-2019 00:00,06-07-2019 00:00,80.53,980.77,60.06,None,181.4,1.09,2.38,None,53.22,5.75,7.24,0,29.8
06-07-2019 00:00,07-07-2019 00:00,30.78,980.26,54.23,None,113.16,1.76,1.73,None,36.91,5.45,7.88,0,31.9
07-07-2019 00:00,08-07-2019 00:00,49.01,981.14,53.1,None,169.11,0.76,2.7,None,60.13,10.51,8.29,0,31.8
08-07-2019 00:00,09-07-2019 00:00,60.39,980.79,51.58,None,175.25,1.2,2.03,None,65.07,7.71,7.77,0,32.7
09-07-2019 00:00,10-07-2019 00:00,46.42,980.44,55.78,None,186.33,0.95,2.67,None,53.34,11.45,7.15,0,31.2
10-07-2019 00:00,11-07-2019 00:00,80.77,981.13,53.01,None,185.17,1.12,2.22,None,60.28,10.96,6.73,0,33.6
11-07-2019 00:00,12-07-2019 00:00,82.02,980.88,47.32,None,214.05,1.2,2.03,None,62.25,12.14,7.6,0,35.1
12-07-2019 00:00,13-07-2019 00:00,87.16,981.54,50.05,None,193.41,1.31,1.36,None,48.38,15.51,8.32,0,34.7
13-07-2019 00:00,14-07-2019 00:00,79.22,979.71,44.03,None,207.4,1.67,2.97,None,49.97,27.4,7.65,0,35.2
14-07-2019 00:00,15-07-2019 00:00,63.79,979.55,47.61,None,176.47,1.31,1.53,None,50.64,26.14,8.66,0,34
15-07-2019 00:00,16-07-2019 00:00,40.3,980.62,60.08,None,123.38,1.31,2.07,None,39.96,25.51,7.54,0,28.7
16-07-2019 00:00,17-07-2019 00:00,31.49,980.62,60.29,None,109.49,1.25,2.45,None,48.8,51.69,8.49,0,28.8
17-07-2019 00:00,18-07-2019 00:00,41.38,981.08,65.48,None,200.99,0.48,1.73,None,51.43,26.79,7.49,0,27.5
18-07-2019 00:00,19-07-2019 00:00,40.66,980.92,63.83,None,207.76,0.35,2,None,72.98,8.9,8.99,0,26.9
19-07-2019 00:00,20-07-2019 00:00,76.91,980.22,55.34,None,133.34,0.68,1.98,None,65.58,15.54,7.1,0,31
20-07-2019 00:00,21-07-2019 00:00,56.3,980.54,59.86,None,136.26,0.69,1.48,None,46.96,28.4,8.97,0,30.1
21-07-2019 00:00,22-07-2019 00:00,67.69,980.91,63.19,None,126.52,0.73,2.73,None,52.15,27.98,9.16,0,29.8
22-07-2019 00:00,23-07-2019 00:00,71.85,980.76,61.74,None,113.19,0.56,3.33,None,50.27,22.8,7.62,0,30.7
23-07-2019 00:00,24-07-2019 00:00,87.73,980.21,55.95,None,147.52,0.43,3.72,None,61.89,23.6,9.17,0,33.3
24-07-2019 00:00,25-07-2019 00:00,69.82,980.17,55.93,None,182.21,0.78,2.06,None,86.19,29.06,7.7,0,32.7
25-07-2019 00:00,26-07-2019 00:00,25.33,980.83,63.24,None,177.53,0.7,1.22,None,58.36,24.92,6.38,0,28.3
26-07-2019 00:00,27-07-2019 00:00,26,981.16,66.86,None,116.07,1.04,0.91,None,39.16,33.94,6.55,0,28.1
27-07-2019 00:00,28-07-2019 00:00,23.91,981.33,68.98,None,88.9,1.49,0.73,None,30.43,30.76,6,0,28.1
28-07-2019 00:00,29-07-2019 00:00,16.04,980.19,57.27,None,92.35,2.49,0.98,None,44.18,30.63,7.81,0,29.3
29-07-2019 00:00,30-07-2019 00:00,24.02,980.72,57.2,None,88.73,2.23,1.07,None,36.68,25.13,7.37,0,30.9
30-07-2019 00:00,31-07-2019 00:00,29.07,980.7,58.92,None,89.68,1.53,1.42,None,40.77,28.21,8.08,0,30.7
31-07-2019 00:00,01-08-2019 00:00,28.64,980.87,56.77,None,88.42,1.81,1.38,None,38.84,18.31,8.17,0,30.8
01-08-2019 00:00,02-08-2019 00:00,33.12,980.8,55.28,None,90.61,1.46,0.75,None,44.29,17.85,7.71,0,31.9
02-08-2019 00:00,03-08-2019 00:00,33.06,982.89,60.63,None,123.34,0.87,1.47,None,45.36,23.58,7.65,0,30.1
03-08-2019 00:00,04-08-2019 00:00,39.8,984.36,66.27,None,113.75,0.78,1.67,None,37.02,32.71,7.52,0,29.2
04-08-2019 00:00,05-08-2019 00:00,50.69,984.11,62.74,None,125.68,0.57,1.4,None,41.17,29.95,7.52,0,30
05-08-2019 00:00,06-08-2019 00:00,49.87,982.37,61.65,None,110.85,0.62,1.45,None,50.41,20.72,8.51,0,30.9
06-08-2019 00:00,07-08-2019 00:00,37.64,981.95,77.48,None,113.73,0.61,1.8,None,64.74,36.3,6.57,0,27.8
07-08-2019 00:00,08-08-2019 00:00,45.05,982.35,75.85,None,111.86,0.92,3.73,None,52.51,41.31,8.05,0,30
08-08-2019 00:00,09-08-2019 00:00,27.74,982.27,68.07,None,92.64,1.15,0.99,None,35.9,25.91,7.08,0,32.1
09-08-2019 00:00,10-08-2019 00:00,17.03,981.77,67.86,None,88.82,3.3,1.55,None,31.58,16.67,8.23,0,31.1
10-08-2019 00:00,11-08-2019 00:00,33,979.07,91.83,None,55.43,1.1,None,0,None,None,None,0,30.2
11-08-2019 00:00,12-08-2019 00:00,31.09,978.25,76.66,None,98.94,1.12,None,0,None,None,None,0,31.8
12-08-2019 00:00,13-08-2019 00:00,26.4,979.44,64.86,None,225.26,0.82,1.15,0,59.19,22.65,8.48,0,30.6
13-08-2019 00:00,14-08-2019 00:00,26.97,981.24,60.56,None,236.27,0.8,1.57,0,56.4,22.64,6.5,0,29.7
14-08-2019 00:00,15-08-2019 00:00,49.24,980.86,65.03,None,179.22,0.42,2.08,None,71.18,24.41,8.13,0,29.4
15-08-2019 00:00,16-08-2019 00:00,33.19,979.07,61.03,None,109.15,1.43,1.02,None,47.93,30.2,6.7,0,30.4
16-08-2019 00:00,17-08-2019 00:00,17.62,978.82,61.47,None,91.38,2.33,1.33,None,31.77,18.94,7.91,0,29
17-08-2019 00:00,18-08-2019 00:00,9.52,979.39,69.76,None,99.9,2.26,1.17,0.21,24.77,18.02,6.51,4.5,26.9
18-08-2019 00:00,19-08-2019 00:00,20.17,978.09,68.35,None,213.56,0.49,1.52,0.62,44.31,21.94,6.78,44,27.3
19-08-2019 00:00,20-08-2019 00:00,52.45,977.8,59.38,None,220.56,0.37,1.65,None,57.49,25.09,4.91,0,29.9
20-08-2019 00:00,21-08-2019 00:00,53.17,977.89,57.71,None,253.78,0.74,1.51,0,51.02,25.07,6.82,0,30.6
21-08-2019 00:00,22-08-2019 00:00,64.88,978.19,54.95,None,263.08,0.59,2.22,0,61.35,15.93,5.65,0,31.2
22-08-2019 00:00,23-08-2019 00:00,67.15,979.04,58.46,None,230.29,0.43,1.73,None,67.63,13.47,7.39,0,29.5
23-08-2019 00:00,24-08-2019 00:00,68.42,979.08,57.39,None,216.22,0.36,1.59,None,75.74,14.06,7.42,0,31
24-08-2019 00:00,25-08-2019 00:00,84.12,978.93,63.76,None,157.07,0.35,1.94,None,75.99,14.64,7.51,0,30.4
25-08-2019 00:00,26-08-2019 00:00,39.15,979.64,65.52,None,96.09,0.49,1,None,50.3,12.98,7.15,0,28.4
26-08-2019 00:00,27-08-2019 00:00,27.08,980.36,59.25,None,96.07,0.96,0.85,None,46.34,13.26,8.04,0,30.5
27-08-2019 00:00,28-08-2019 00:00,45.62,979.41,54.91,None,105.5,0.62,1.61,None,58.14,22.43,10.43,0,32
28-08-2019 00:00,29-08-2019 00:00,38.62,979.12,52.93,None,91.42,0.91,1.08,None,55.32,18.11,9.09,0,32.6
29-08-2019 00:00,30-08-2019 00:00,38.26,979.63,54.32,None,100.37,1.23,1.01,None,49.22,15.88,8.72,0,32.3
30-08-2019 00:00,31-08-2019 00:00,49.16,979.64,54.65,None,131.29,0.58,1.05,None,59.21,25,9.02,0,31.9
31-08-2019 00:00,01-09-2019 00:00,65.62,979.98,55.62,None,171.26,0.41,1.16,None,89.9,19.51,8.31,0,32.3
01-09-2019 00:00,02-09-2019 00:00,28.81,980.46,62.08,None,103.99,0.72,1.45,None,45.89,17.65,7.13,0,29.9
02-09-2019 00:00,03-09-2019 00:00,60.69,979.99,57.07,None,132.61,0.4,1.07,None,54.84,19.02,6.99,0,31.4
03-09-2019 00:00,04-09-2019 00:00,79.48,979.72,56,None,177.09,0.35,1.58,None,66.58,16.34,6.81,0,31.9
04-09-2019 00:00,05-09-2019 00:00,75.79,979.87,59.89,None,128.63,0.92,1.47,None,54.36,14.14,5.47,0,31.4
05-09-2019 00:00,06-09-2019 00:00,33.49,979.85,58.93,None,92.71,1.05,1.25,None,34.65,11.06,6.8,0,31
06-09-2019 00:00,07-09-2019 00:00,38.06,979.4,58.15,None,120.09,0.88,1.67,None,31.06,13.1,10.73,0,30.8
07-09-2019 00:00,08-09-2019 00:00,38.79,978.91,61.07,None,122.84,0.92,2.05,None,36.38,15.41,7.88,0,30.1
08-09-2019 00:00,09-09-2019 00:00,42.33,979.75,57.89,None,141.76,0.52,1.8,None,36.68,33.34,8.75,0,31
09-09-2019 00:00,10-09-2019 00:00,68.58,978.84,54.54,None,185.15,0.42,1.93,0,51.93,23.99,8.17,0,32.3
10-09-2019 00:00,11-09-2019 00:00,79.66,978.87,52.27,None,138.55,0.33,1.46,0,64.95,30.17,9.95,0,32.6
11-09-2019 00:00,12-09-2019 00:00,84.88,978.81,51.67,None,121.34,0.44,1.63,None,73.84,52.17,11.74,0,33
12-09-2019 00:00,13-09-2019 00:00,53.77,979.02,56.12,None,102.71,1.45,1.06,None,37.67,20.21,7.73,0,32.3
13-09-2019 00:00,14-09-2019 00:00,32.32,978.75,55.89,None,94.16,1.13,1.34,None,50.9,17.46,7.08,0,31.8
14-09-2019 00:00,15-09-2019 00:00,34.68,978.86,57.68,None,93.93,1.55,0.54,None,36.24,21.25,7.35,0,31.2
15-09-2019 00:00,16-09-2019 00:00,40.11,978.94,59.48,None,104.1,0.79,1,None,42.65,25.51,7.67,0,30.1
16-09-2019 00:00,17-09-2019 00:00,70.36,978.72,55.14,None,183.12,0.32,1.03,None,80.41,24.16,8.84,0,31.5
17-09-2019 00:00,18-09-2019 00:00,75.49,978.56,52.1,None,176.67,0.45,1.35,None,72.38,36.09,6.5,0,31.4
18-09-2019 00:00,19-09-2019 00:00,32.41,978.72,52.59,None,97.27,1.6,1.44,None,40.29,23.71,6.8,0,30.3
19-09-2019 00:00,20-09-2019 00:00,17.66,979.3,57.93,None,91.8,2,1.48,None,28.48,20.79,5.37,0,28.5
20-09-2019 00:00,21-09-2019 00:00,40.44,979.26,55.24,None,103.13,0.9,1.99,None,41.07,25.6,7.26,0,29.7
21-09-2019 00:00,22-09-2019 00:00,38.2,979.73,51.98,None,148.86,0.7,2.07,None,47.95,27.54,9.17,0,28.4
22-09-2019 00:00,23-09-2019 00:00,27.2,980.74,None,None,116.95,1.15,1.83,None,41.46,24.65,5.54,0,26.4
23-09-2019 00:00,24-09-2019 00:00,31.12,979.69,53.32,None,123.62,0.86,1.68,None,43.69,26.63,6.35,0,27.4
24-09-2019 00:00,25-09-2019 00:00,41.95,979.18,38.3,None,133.33,0.88,1.98,None,48.23,34.98,9.42,0,28.2
25-09-2019 00:00,26-09-2019 00:00,34.36,979.04,34.73,None,107.53,0.7,1.95,None,43.58,38,8.88,0,28.4
26-09-2019 00:00,27-09-2019 00:00,25.41,979.49,71.97,None,89.39,1.91,1.78,None,31.62,19.94,9.35,0,28.7
27-09-2019 00:00,28-09-2019 00:00,13.11,980.25,74.53,None,90.16,1.79,2.08,None,31.52,22.69,7.21,0,27.7
28-09-2019 00:00,29-09-2019 00:00,23.45,980.05,75.21,None,93.56,1.61,1.05,None,30.7,26.53,7.97,0,27.5
29-09-2019 00:00,30-09-2019 00:00,14.05,980.09,76.87,None,95.57,1.49,1.76,None,27.07,20.42,4.76,0,26.8
30-09-2019 00:00,01-10-2019 00:00,26.86,980.04,76.19,None,105.99,0.92,1.99,None,39.25,20.68,6.48,0,26.8
01-10-2019 00:00,02-10-2019 00:00,31.52,980,75.16,None,107.23,1.1,1.88,None,37.91,18.69,5.74,0,27.5
02-10-2019 00:00,03-10-2019 00:00,45.13,979.65,70.32,None,128.62,0.45,2.65,None,47.97,33.12,5.58,0,28
03-10-2019 00:00,04-10-2019 00:00,76.57,979.6,68.69,None,134.08,0.43,2.76,None,70.83,59.25,10.08,0,27.9
04-10-2019 00:00,05-10-2019 00:00,55.91,979.83,70.47,None,269.23,0.61,1.56,None,65.22,31.11,1.99,0,26.2
05-10-2019 00:00,06-10-2019 00:00,45.47,979.64,63.14,None,275.03,0.59,0.81,None,65.76,28.12,2.23,0,26.6
06-10-2019 00:00,07-10-2019 00:00,67.89,979.41,63.41,None,282.77,0.51,2.44,None,72.89,31.42,3.39,0,26.9
07-10-2019 00:00,08-10-2019 00:00,58.62,979.14,64.83,None,291.8,0.76,2.22,None,60.36,32.47,6.65,0,26.9
08-10-2019 00:00,09-10-2019 00:00,48.84,978.94,60.49,None,255.44,0.54,1.95,None,61.12,35.96,7.88,0,26.4
09-10-2019 00:00,10-10-2019 00:00,80.76,979.14,59.94,None,140.92,0.41,2.02,None,78.66,49.46,16.99,0,27.1
10-10-2019 00:00,11-10-2019 00:00,120.05,979.47,58.28,None,176.63,0.36,1.46,None,95.4,33.53,12.3,0,27.2
11-10-2019 00:00,12-10-2019 00:00,136.67,981.38,64.02,None,172.58,0.97,2.95,None,85.66,26.22,11.08,0,26.9
12-10-2019 00:00,13-10-2019 00:00,133.36,983.46,62.37,None,57.53,0.3,2.45,None,81.4,22.55,8.79,0,27.4
13-10-2019 00:00,14-10-2019 00:00,183.17,983.47,62.55,None,57.69,0.3,4.04,None,94.25,25.47,13.42,0,27.2
14-10-2019 00:00,15-10-2019 00:00,146.9,983.47,63.52,None,60.62,0.3,3.14,None,95.86,22.33,8.52,0,27
15-10-2019 00:00,16-10-2019 00:00,172.25,983.48,62.08,None,58.86,0.3,3.35,None,100.34,43.05,9.53,0,27.4
16-10-2019 00:00,17-10-2019 00:00,163.38,983.81,62.84,None,80.26,0.43,2.86,None,77.67,31.76,14.46,0,27.9
17-10-2019 00:00,18-10-2019 00:00,130.4,984.26,61.45,None,95.13,0.77,2.29,None,68.4,24.88,10.14,0,27.5
18-10-2019 00:00,19-10-2019 00:00,70.15,984.3,53.76,None,157.79,1.06,2.57,None,80.48,19.97,6.66,0,27.4
19-10-2019 00:00,20-10-2019 00:00,106.33,984.29,58.78,None,208.7,0.32,1.63,None,97.2,27.01,5.69,0,26.6
20-10-2019 00:00,21-10-2019 00:00,112.04,984.27,55.05,None,280.88,0.41,1.57,None,101.47,13.91,1.84,0,25.9
21-10-2019 00:00,22-10-2019 00:00,119.32,984.26,55.54,None,279.65,0.57,1.51,None,102.85,18.13,1.6,0,24.8
22-10-2019 00:00,23-10-2019 00:00,122.51,984.23,57.09,None,285.42,0.65,2.81,None,118.66,20.2,6.64,0,24
23-10-2019 00:00,24-10-2019 00:00,176.73,984.26,59.75,None,232.41,0.38,2.31,None,134.31,33.41,15.49,0,24.5
24-10-2019 00:00,25-10-2019 00:00,229.76,984.27,62,None,131,0.38,2.42,None,119.29,7.11,25.58,0,24.7
25-10-2019 00:00,26-10-2019 00:00,148.78,984.27,59.14,None,99.85,0.6,2.1,None,94.08,27.78,21.62,0,24.5
26-10-2019 00:00,27-10-2019 00:00,194.63,984.27,65.47,None,156.24,0.32,2.33,None,120.54,12.08,15.28,0,24.3
27-10-2019 00:00,28-10-2019 00:00,231.82,984.29,65.23,None,264.72,0.44,2.26,None,120.22,10.46,15.2,0,24.5
28-10-2019 00:00,29-10-2019 00:00,345.26,984.3,65.84,None,242.36,0.3,3.21,None,128.14,8.67,22.94,0,24.3
29-10-2019 00:00,30-10-2019 00:00,410.07,984.29,71.87,None,226.32,0.3,3.94,None,139.99,9.34,16.37,0,23.9
30-10-2019 00:00,31-10-2019 00:00,372.59,984.39,68.72,None,268.59,0.31,3.9,None,136.07,7.9,21.53,0,24.9
31-10-2019 00:00,01-11-2019 00:00,409.59,984.28,69.95,None,245.85,0.3,4.29,None,138.86,12.94,16.63,0,24.3
01-11-2019 00:00,02-11-2019 00:00,454.58,985.38,65.56,None,217.84,0.3,3.85,None,147.93,23.21,23.67,0,24.8
02-11-2019 00:00,03-11-2019 00:00,379.18,985.03,67.03,None,259.72,0.41,3.58,None,106.13,13.51,18.79,0,23.9
03-11-2019 00:00,04-11-2019 00:00,592.28,986.57,73.04,None,276.14,0.34,3.12,None,101.07,11.89,17.88,0,22.8
04-11-2019 00:00,05-11-2019 00:00,381.55,980.17,63.32,None,288.26,0.6,1,None,86.64,14.12,12.87,0,23.4
05-11-2019 00:00,06-11-2019 00:00,240.27,986.55,60.08,None,282.21,0.43,1.25,0,96.43,16.15,15.31,0,23.3
06-11-2019 00:00,07-11-2019 00:00,121.78,975.27,57.52,None,186.22,0.5,1.76,0,106.71,18.29,6.23,0,23.6
07-11-2019 00:00,08-11-2019 00:00,213.71,959.78,69,None,137.04,0.7,2.49,None,103.06,15.44,15.74,0,21
08-11-2019 00:00,09-11-2019 00:00,205.24,935.58,67.03,None,199.38,0.33,1.22,None,122.17,18.75,20.07,0,22.2
09-11-2019 00:00,10-11-2019 00:00,142.95,934.99,58.99,None,279.4,0.49,2.01,None,106.26,14.37,17.3,0,22.1
10-11-2019 00:00,11-11-2019 00:00,235.84,943.01,54.34,None,256.77,0.38,2.49,None,130.35,18,22.75,0,21.2
11-11-2019 00:00,12-11-2019 00:00,334.23,969.17,54.45,None,241.34,0.38,2.24,None,129.26,14.48,15.2,0,20.8
12-11-2019 00:00,13-11-2019 00:00,450.64,986.99,60.42,None,224.17,0.34,3.07,None,138.67,12.03,14.28,0,20
13-11-2019 00:00,14-11-2019 00:00,406.57,986.98,65.21,None,218.72,0.31,3.71,None,126.8,11.41,11.9,0,20.8
14-11-2019 00:00,15-11-2019 00:00,426.58,986.96,71.46,None,183.64,0.33,4.28,None,127.3,17.5,17.04,0,20.9
15-11-2019 00:00,16-11-2019 00:00,386.04,986.98,67.87,None,266.2,0.32,2.9,None,105.12,11.2,6.78,0,21.3
16-11-2019 00:00,17-11-2019 00:00,162.46,None,61.51,None,284.59,0.72,1.12,None,65.5,9.7,4.05,0,21.8
17-11-2019 00:00,18-11-2019 00:00,98.15,None,59.21,None,292.62,1.26,1.66,None,58.12,10.04,4.64,0,21.1
18-11-2019 00:00,19-11-2019 00:00,126.42,None,66.47,None,281.47,0.54,2.25,None,93.7,24.28,5.37,0,19.6
